player_id,rank,point,player_name,search_guild_key,guild_name,DR数量,姬芽,缀理,さやか,小铃,慈,瑠璃乃,梢,花帆,吟子
FDXBWBH2B,322,277767410151861,あおっち,11FB0EDDT,スクステ同好会,0,10,10,10,10,10,10,10,10,10
AJMEJX0KG,323,277697399788508,こーか,B5V2LNN43,WMW,9,10,10,10,10,10,10,10,10,10
ALF76WC94,324,277202163917293,あかつき,RWARTHA1M,乙宗梢大好き部,1,10,10,10,10,10,10,10,10,10
EU76L0TJ7,325,277046910260046,とまき,EYN9H9N16,蓮好好俱樂部,4,10,10,10,10,10,10,10,10,10
RRW2O1DH8,326,277018588533723,ふかひれ,49AMYCXCD,ルドベキア,7,10,10,10,10,10,10,10,10,10
74M5NJZTF,327,276599308128175,lanndamu,RWARTHA1M,乙宗梢大好き部,8,10,10,10,10,10,10,10,10,10
MT9XVRL4Y,328,276371005197681,レプリカ,11FB0EDDT,スクステ同好会,6,10,10,10,10,10,10,10,10,10
VD8CGKV44,329,276194409345378,のたく,79C17CHA2,蓮ノ空出張部,2,10,10,10,10,10,10,10,10,10
TLUEBC2DK,330,276015676762741,アシユ,0TKFF5EG3,サークル名募集中,4,10,10,10,10,10,10,10,10,10
J63BU63IU,331,275511005931942,イクコウ,M5LHG6R4T,乙宗動物園,14,10,10,10,10,10,10,10,10,10
KN3FIHXL7,332,275053628330873,トミィ,RFYKY8DCD,LA.LA.LA,6,10,10,10,10,10,10,10,10,10
AWD2YPC26,333,274839521241289,マルぞう,PBRDPWEY1,村村会,2,10,10,10,10,10,10,10,10,10
RGE7T0KWP,334,274830753732138,なるる,49AMYCXCD,ルドベキア,6,10,10,10,10,10,10,10,10,10
F1V3359M0,335,274723857957730,キノ,V4A5MP41E,徒町チャレンジ！,0,10,10,10,10,10,10,10,10,10
JGREF0BPV,336,274367823256033,風花,494DMR1RJ,蓮ノ空推し活部,7,10,10,10,10,10,10,10,10,10
AJ713D5X4,337,274301773229872,キョウ,RFYKY8DCD,LA.LA.LA,2,10,10,10,10,10,10,10,10,10
AFMBX6BPP,338,274276038812920,美鳩AGE,PBRDPWEY1,村村会,2,10,10,10,10,10,10,10,10,10
