player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,姬芽,慈,さやか,花帆,缀理,小铃,梢,吟子,瑠璃乃
FSHR5FP4W,Kian,KT4C59NXG,めぐ島,15,194,8614110598413363,10,10,10,10,10,10,10,10,10
U8OROTM2Y,なってしまった！,YCTM6RYDP,金沢おでん同好会,13,195,8610458202378730,10,10,10,10,10,10,10,10,10
68X4A67UG,いたこ,25PMPEMG7,星見プロ,13,196,8608437888606680,10,10,10,10,10,10,10,10,10
OC4GF3LF1,ゆとり,M5LHG6R4T,乙宗動物園,12,197,8598108930749783,10,10,10,10,10,10,10,10,10
ME00V6X4B,オラトニス,BKLW6CR5L,Mix鮭の空!!,15,198,8587509257701594,10,10,10,10,10,10,10,10,10
FCED0MOWI,つかべん,RWARTHA1M,乙宗梢大好き部,15,199,8549555688645002,10,10,10,10,10,10,10,10,10
V7YLMH2IY,蜃気楼,PBRDPWEY1,村村会,15,200,8542696419204909,10,10,10,10,10,10,10,10,10
VX6FL3EOS,ミミル,EYEPHE14G,花上梢頭,15,201,8534866752132320,10,10,10,10,10,10,10,10,10
OJ8LRLQKO,抹茶あいす,1DU9LCND7,蓮ノ空すこやか部,15,202,8529999707147314,10,10,10,10,10,10,10,10,10
RFP277XPM,スガ,11FB0EDDT,スクステ同好会,15,203,8526548479305701,10,10,10,10,10,10,10,10,10
T95Y9M2F4,君・街・空・星,11FB0EDDT,スクステ同好会,13,204,8509899033623554,10,10,10,10,10,10,10,10,10
AKMY82517,いずのあいさん,VW65MCVF8,スリスリーズ,15,205,8508669397059881,10,10,10,10,10,10,10,10,10
1VM9SAJVY,ユデジロウ,FVJFA973A,蓮ノ空愛好会,11,206,8505150133818189,10,10,10,10,10,10,10,10,10
7RKDSBKXW,あらさん,11FB0EDDT,スクステ同好会,12,207,8498156442938467,10,10,10,10,10,10,10,10,10
ON66GC85Z,ミツボシ,JTX1G19BP,さやかほ癒し会,15,208,8492840172631976,10,10,10,10,10,10,10,10,10
6PNANEUV0,なの,WN5B7VKPU,きんぴられんこん,15,209,8490991044171929,10,10,10,10,10,10,10,10,10
MGGGX0GH1,石もふ,VW65MCVF8,スリスリーズ,15,210,8486530308934004,10,10,10,10,10,10,10,10,10
CPU567Q5P,あいざっく,8M6UDX260,ぽけもん好き,2,211,8474516348123247,10,10,10,10,10,10,10,10,10
