player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,结算前音游分数,结算前音游 rank,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
K4LK2A8JP,しょうゆ,72J5PWU5K,ライグラ待機室,1154,17,1246,33138000,2690200803.0,732.0,10,10,10,10,10,10,10,10,80
3093WYMFM,かしゅ,2ULM366U6,毎日がエブリデイ,1501,17,1247,33132000,2512122084.0,771.0,10,10,10,10,10,10,10,10,80
56WTWN3DU,ぽぱん,Y2HV0YEF7,蓮ノ空を応援し隊,1099,3,1248,33128300,,,10,10,10,10,10,10,10,10,80
6H4PE9GCM,いっちゃんNPC,M5LHG6R4T,乙宗動物園,780,4,1249,33104700,,,10,10,10,10,10,10,10,10,80
7TQ0F31K6,こらそん,1BME38BCD,さすさやクラブ,1523,13,1250,33103480,2019699597.0,920.0,10,10,10,10,10,10,10,10,80
DHZOI3DZ1,たけのこ,L3NN1RWMY,アポロベイ海賊団,1301,17,1251,33099000,2928700712.0,684.0,10,10,10,10,10,10,10,10,80
CMZHZ9KOZ,「nappa」,CM5THHYHB,「」ノ空だけれど,1393,17,1252,33093000,2678371046.0,733.0,10,10,10,10,10,10,10,10,80
3U37YD7G6,くぃ,W26TRPM1R,めぐ党藤島派,1418,15,1253,33087000,2694652659.0,731.0,10,10,10,10,10,10,10,10,80
0RM54EH65,empress,D7H8MN2U4,LLD,1129,4,1254,33051000,2874640042.0,699.0,10,10,10,10,9,10,10,10,79
12VXEYT0F,しや,KBJ2P8T0Y,人見知りの集い,1128,15,1255,33033000,2590712488.0,753.0,10,10,10,10,10,10,10,10,80
FGBAF868U,たかな,GXR6C85BT,花帆ちゃん親衛隊,1568,15,1256,33027000,2732831367.0,728.0,10,10,10,10,10,10,10,10,80
P6OYR4PGF,フナッチ,WN5B7VKPU,きんぴられんこん,1449,13,1257,33026300,,,10,10,10,10,10,10,10,10,80
M0YA9ALMJ,ナンチャン,8FR866PRY,蓮っ子みらくラブ,1367,5,1258,33005000,,,10,10,10,10,10,10,10,10,80
47E9NM0MC,バルト,79C17CHA2,蓮ノ空出張部,1223,16,1259,32998600,,,10,10,10,10,10,10,10,10,80
59VWBERDV,しゃっく,B5V2LNN43,WMW,786,1,1260,32977000,,,10,10,10,10,10,10,10,10,80
4NF07ZA7K,ゆーさく,VW65MCVF8,スリスリーズ,1589,16,1261,32965779,,,10,10,10,10,10,10,10,10,80
8L8608WFH,ささん,8JMW9G2XW,僕らのリンクラ！,629,0,1262,32958000,2614787403.0,746.0,10,10,10,10,10,10,10,10,80
0RG0HFRDS,はわわ,WLBYGHXPD,大天使村野さやか,1381,17,1263,32925000,2602350317.0,749.0,10,10,10,10,10,10,10,10,80
8EYJFF4YV,えんがわ,865UE9UC6,蓮ノ空うどん部,1273,6,1264,32923000,71527360.0,2267.0,10,10,10,10,10,10,10,10,80
LA25WU4LR,ジマリン,L3NN1RWMY,アポロベイ海賊団,1263,6,1265,32918300,,,10,10,10,10,10,10,10,10,80
VQIBWKYIO,シン,N8L41JAA7,無言 ノルマなし,1437,13,1266,32916000,,,10,10,10,10,10,10,10,10,80
C6F5965CD,バトルフェイス,AVY8PECF0,初心者の集い,1280,17,1267,32880000,2575969706.0,758.0,10,10,10,10,10,10,10,10,80
YBX8LRKM2,タコこう,E12PR824F,ゆるっと蓮ノ空,727,0,1268,32871000,2793580185.0,712.0,10,9,9,10,7,6,10,10,71
6F9LWDMNT,ASH,V4A5MP41E,徒町チャレンジ！,1161,15,1269,32863000,1973502931.0,940.0,10,10,10,10,10,10,10,10,80
CHLCVOL10,れあす,CX967RTGY,おんゆあさーくる,985,3,1270,32850000,3146254621.0,641.0,10,10,10,10,10,10,10,10,80
792K5TKXF,TMY「,NMT63RUDV,泥村,1443,4,1271,32828500,,,10,10,10,10,10,10,10,10,80
5GPEMYD72,ろー,KT4C59NXG,めぐ島,1241,13,1272,32826600,,,10,10,10,10,10,10,10,10,80
ONG0YLGRM,でぇーき@めぐ党,RF5215M2U,スクステ同好会②,1475,13,1273,32823000,2903664162.0,692.0,10,10,10,10,10,10,10,10,80
8M4CNXUD1,果汁,7U20138DB,LGP,1226,17,1274,32811000,3291200021.0,606.0,10,10,10,10,10,10,10,10,80
UET18LDX0,まなる,FG4170141,♪さやか愛好会♪,1156,6,1275,32793000,2889613905.0,696.0,10,8,10,10,8,8,10,10,74
WETJWBKBY,はた,3F0M4HXJE,蓮ノ空まったり部,728,2,1276,32785683,,,7,7,8,4,1,3,4,10,44
V98PDNYBQ,青赤イナゴ,GVT61ATX0,なのだけれど,1422,17,1277,32784000,3078560986.0,654.0,10,10,10,10,10,10,10,10,80
0K698VPKP,ショウ,Y2HV0YEF7,蓮ノ空を応援し隊,1290,7,1278,32763933,1924363341.0,958.0,10,10,10,10,10,10,10,10,80
HAT3CGDP4,ツキダ,2NY9H8BR9,乙宗紅茶館,1181,4,1279,32745000,2605623113.0,747.0,10,10,10,10,10,10,10,10,80
EK0XXP482,きり〜こ,JE7V5MM31,蓮ノ沼に沈んだ泥,1241,17,1280,32730000,,,10,10,10,10,10,10,10,10,80
V7DTQN04B,タク,CX967RTGY,おんゆあさーくる,1354,12,1281,32719700,4383487535.0,436.0,10,10,10,10,10,10,10,10,80
WIVPV38TQ,トムラヤマ,WX1DYC9Y1,ラナンキュラス,1398,7,1282,32716200,4156360700.0,468.0,10,10,10,10,10,10,10,10,80
EAGHBUWBH,シオン,N2KCENRKH,猫＆旅大好き部,1423,15,1283,32716000,104868682.0,2108.0,10,10,10,10,10,10,10,10,80
XVYB0A9NW,しゅんぱな,P2J37FNLG,乙宗先生指導会,502,0,1284,32715000,2641137562.0,741.0,10,10,10,10,10,10,10,10,80
89RH4G5PY,KC,ANCNM0UPK,スクスタ適当部,1346,8,1285,32712000,2556120123.0,763.0,8,7,7,9,6,7,9,8,61
3HN712NDE,ほし,HWMV33W7Y,フラワー泥民館,792,3,1286,32691600,,,10,10,10,10,10,10,10,10,80
2VLMDZ5IV,かむぺー,3A63DYH54,LLすこすこ部,1235,1,1287,32680300,,,10,10,10,10,10,10,10,10,80
U6BM3PMS3,AiLeaf,V6DV6KETG,梢好き好きクラブ,1329,14,1288,32678500,,,10,10,10,10,10,10,10,10,80
P3KUFWHUX,にくがり,KT4C59NXG,めぐ島,1324,17,1289,32676800,3799412135.0,518.0,10,10,10,10,10,10,10,10,80
6X9S3U27W,keibong,2NY9H8BR9,乙宗紅茶館,1461,12,1290,32670000,3349412714.0,597.0,10,10,10,10,10,10,10,10,80
70R8DJV1N,あぶそ,GKR9TEBYC,毎日がホリデイ♪,1192,3,1291,32665400,,,10,10,10,10,10,10,10,10,80
GQT54AYSP,Tenshi,YFADYJVW4,FPS好きクラブ,1513,6,1292,32644480,,,10,10,10,10,10,10,10,10,80
TM3VAHO5N,桜木,EHGD5JJK1,限界夜行,1382,11,1293,32632600,5380356331.0,316.0,10,10,10,10,10,10,10,10,80
7M5LCI7DG,バウムクーヘン,9GDHWXGVG,ルリと花咲く毎日,957,5,1294,32605000,,,10,10,10,10,10,10,10,10,80
JXW9EW9MR,ぽんかんワイン,WFPA7YJE1,蓮ノ空文芸部,1037,5,1295,32604000,2644135416.0,740.0,9,8,9,10,7,9,10,10,72
1HBMC2CTW,うゆ,8M6UDX260,ぽけもん好き,1139,17,1296,32592000,2648391316.0,738.0,10,10,10,10,10,10,10,10,80
4876EHT1Y,壬生,A73H7ENN2,エロマンガ同好会,1359,3,1297,32587600,691002886.0,1499.0,10,8,10,10,8,8,10,10,74
262K8V3H2,スノーグローブ,R181MKNX1,みらくらは人生！,1293,16,1298,32585350,,,10,10,10,10,10,10,10,10,80
AW6FNKJ5E,村野saajak,GR65FP8VN,蓮好き,444,1,1299,32584600,,,10,10,10,10,10,10,10,10,80
UI5ZNYZLE,勝勝,FTY0R8KPH,泥の皆様,1291,3,1300,32582800,,,10,10,10,10,10,10,10,10,80
LJJD2P45P,yaopen,A3X92L6YU,お試し用サークル,908,3,1301,32556000,2969653806.0,677.0,10,10,10,10,10,10,10,10,80
FB415YHRG,ゆさまこと,V26546K3D,乙宗気合筋肉,1173,0,1302,32553000,2984303420.0,674.0,10,10,10,10,10,10,10,10,80
WPYW07BAU,ねこまる,J7N4W6Y1K,こずミックラブ♡,1052,12,1302,32553000,2468436324.0,783.0,10,9,8,10,10,8,10,10,75
T4ZLB18HV,もちもっち,GKR9TEBYC,毎日がホリデイ♪,1304,5,1304,32538350,,,10,10,10,10,10,10,10,10,80
B2XNVVE45,North,7U20138DB,LGP,1234,1,1305,32533200,,,10,10,10,10,10,10,10,10,80
10NAV71GP,あばば,NC2YT2V28,蓮之愛同予者何人,1355,4,1306,32530290,,,10,10,10,10,10,10,10,10,80
V0FNA2XDA,ミレット,9GDHWXGVG,ルリと花咲く毎日,1328,15,1307,32529000,2654992271.0,736.0,10,10,10,10,10,10,10,10,80
WJG1SBROQ,クロノス,6XX7GBM0K,ぷちぐる同好会,1016,2,1308,32517900,,,10,10,10,10,10,10,10,10,80
810ME3RPP,チゃうチゅーる,G59NGM0XA,シュリーレン,1206,17,1309,32501400,1845892351.0,979.0,10,10,10,10,10,10,10,10,80
3LAV7X9TK,とい,RFYKY8DCD,LA.LA.LA,1137,0,1310,32492800,36207296.0,2862.0,10,10,10,10,10,10,10,10,80
0BPFKV6HK,カフェ,N752V1LD6,思想の溜まり場,966,3,1311,32483700,2993030950.0,672.0,10,10,10,10,10,10,10,10,80
PE08U0X7E,きちよぎ,0EL43A30P,こころのいろは,1343,17,1312,32477800,,,10,10,10,10,10,10,10,10,80
9TCT4KUVJ,あいすまんじゅう,6FWRD1K40,いちじょ海賊団,1450,8,1313,32468000,,,10,10,10,10,10,10,10,10,80
DZD7E4Z46,チャックん,J8HXTJ8TB,流し素麺同好会,1547,6,1314,32439100,,,10,10,10,10,10,10,10,10,80
PJ68GMD3M,ෆ ̖́-じょせ,CX967RTGY,おんゆあさーくる,1177,12,1315,32436700,,,10,10,10,10,10,10,10,10,80
4SU5ZK0L0,でつ,V26546K3D,乙宗気合筋肉,989,1,1316,32412000,2504462152.0,775.0,10,10,9,10,9,8,10,10,76
YS9DZKQ9V,アザラシ,BKUHCT7WF,蓮女お嬢様部,1285,12,1317,32398000,2420283048.0,800.0,10,10,10,10,10,10,10,10,80
0DIYK8RKB,りれ,3HDDYR4FU,旅人,1146,9,1318,32379000,2571434708.0,761.0,10,10,10,10,10,10,10,10,80
LFZN8ZP8I,ぐっちび,2NY9H8BR9,乙宗紅茶館,1298,14,1319,32355000,3513372392.0,568.0,10,8,8,10,8,9,10,10,73
0VVAUBJJ5,pop,6XX7GBM0K,ぷちぐる同好会,1369,13,1320,32349000,3091051148.0,649.0,10,10,10,10,10,10,10,10,80
MEQLSMP8M,miyu,DMWLUP54C,ほげほげ,1318,3,1321,32346000,2541485849.0,767.0,10,10,10,10,10,10,10,10,80
M2YAWFRX9,Syn,8JMW9G2XW,僕らのリンクラ！,1491,16,1322,32334000,2722652707.0,730.0,10,10,10,10,10,10,10,10,80
0NNB11D72,リック,W3YKKRWHG,ルリと愉快な一家,1356,15,1323,32307000,,,10,10,10,10,10,10,10,10,80
9FU09JLJR,PKC,HB9AU9DJJ,聖心党,1377,4,1323,32307000,,,10,10,10,10,10,10,10,10,80
UA7RCU0PL,TOA,WTJV514G9,蓮ノ空のお弁当屋,1163,17,1325,32289700,1867368452.0,970.0,10,10,10,10,10,10,10,10,80
9K8T3D22C,カツオ,KBJ2P8T0Y,人見知りの集い,1270,17,1326,32267580,313068551.0,1755.0,10,10,10,10,10,10,10,10,80
WICQFV1TZ,むらけん,786KJP4B9,テキドニテキ党,982,13,1327,32259000,2425576453.0,796.0,10,10,10,10,10,10,10,10,80
MGVR2Z027,オクラホマミキサ,1DU9LCND7,蓮ノ空すこやか部,1642,16,1328,32255000,,,10,10,10,10,10,10,10,10,80
K397Y27G5,キョウ,2NY9H8BR9,乙宗紅茶館,1106,15,1329,32253600,3316534737.0,601.0,10,8,10,6,10,9,10,10,73
ME2W2BCWH,まっきー,2NY9H8BR9,乙宗紅茶館,1465,17,1330,32244000,,,10,10,10,10,10,10,10,10,80
2ADC9VMMF,つしまつちやん。,GXR6C85BT,花帆ちゃん親衛隊,1274,5,1331,32231400,,,10,10,10,10,10,10,10,10,80
H9T6UA4HK,くらっちぃ,YLJ2PP4X4,全日本謝罪同好会,1178,14,1332,32204059,,,10,10,10,10,10,10,10,10,80
WM3IY4Z36,wdgms,NT2KU5174,こずかほ。,1433,10,1333,32188600,,,10,10,10,10,10,10,10,10,80
HETR1NXDG,ack1011,XEENRBXCG,蓮ノ空休日クラブ,962,3,1334,32186060,,,10,10,10,10,10,10,10,10,80
XYOF53SSA,みすとん,P2J37FNLG,乙宗先生指導会,1402,15,1335,32154000,2369178266.0,811.0,10,10,10,9,10,10,10,10,79
XKRN0VQH2,ゆーき舞台創造科,3BE2RELRC,見晴台,1304,12,1336,32142000,2790904381.0,715.0,10,8,10,10,9,9,10,10,76
0T75620R6,りっくん,A3X92L6YU,お試し用サークル,1245,17,1337,32139000,2664654022.0,735.0,10,10,10,10,10,10,10,10,80
6AEKZEMQ6,ふゆねこ,BKUHCT7WF,蓮女お嬢様部,1372,17,1338,32123000,1167460335.0,1263.0,10,10,10,10,10,10,10,10,80
PDO5I6YWY,ねぎま,3FF3NB77X,せーはす愛好会,1472,17,1338,32123000,,,10,10,10,10,10,10,10,10,80
VA58TGLF5,しょうぱな,W3YKKRWHG,ルリと愉快な一家,1294,17,1340,32118180,,,10,10,10,10,10,10,10,10,80
8H201Y481,エステル,V6DV6KETG,梢好き好きクラブ,1395,17,1341,32116600,2788137514.0,717.0,10,10,10,10,10,10,10,10,80
BAM3IRQNY,Zero,RWARTHA1M,乙宗梢大好き部,1228,14,1342,32107800,339858381.0,1733.0,10,10,10,10,10,10,10,10,80
K46ZQJI48,prius,4XRHRYDW4,無言でエンジョイ,1578,17,1343,32107500,,,10,10,10,10,10,10,10,10,80
CXPCVK9R8,エイメン,FE282F3VH,天悶部,1323,10,1344,32105306,,,10,10,10,10,10,10,10,10,80
V8F0YRMRD,高咲侑DD,J800VVPTN,Aqours,1257,13,1345,32082000,2481851492.0,781.0,10,10,10,10,10,10,10,10,80
4RDJIJ4KM,ノラこま,G59NGM0XA,シュリーレン,1207,15,1346,32058000,2451599976.0,789.0,10,7,8,10,8,8,10,10,71
XR0335DPE,はやと,48BTAPMBG,蓮ノ空魔術部,1265,17,1347,32055000,2635036840.0,743.0,10,10,10,10,10,10,10,10,80
UU1Y5EPGK,かなろあ,W3YKKRWHG,ルリと愉快な一家,1540,10,1348,32049000,2461810537.0,784.0,10,10,10,10,10,10,10,10,80
H8B209M8Y,bd波導,J800VVPTN,Aqours,1255,10,1349,32026200,,,10,7,9,10,8,9,10,10,73
9HT1LVL9E,神の怒りマン,X7C21B7H7,泥,1356,15,1350,32019900,,,10,10,10,10,10,10,10,10,80
VKBDT76PQ,たる(･ω･),LUDNM40F8,ふくふく無言OK,1331,3,1351,32014000,,,10,10,10,10,10,10,10,10,80
G6K6T1WV0,保線後,25PMPEMG7,星見プロ,1326,16,1352,31995000,3054382290.0,656.0,10,10,10,10,10,10,10,10,80
9ALWADVAH,りん,B6KWXGHWH,蓮ノ空SIFC,723,2,1353,31994400,2628232551.0,745.0,10,10,10,10,5,9,10,8,72
29WAYT8FM,reo,51CF1LTGY,ラ研連合,1027,8,1354,31976700,,,10,10,10,10,10,10,10,10,80
ZGJ44DOBJ,tomatore,X7C21B7H7,泥,1380,3,1355,31947600,,,10,10,10,10,10,10,10,10,80
W5XCH27LY,クロ,WTJV514G9,蓮ノ空のお弁当屋,937,2,1356,31941300,,,10,10,10,10,10,10,10,10,80
32H9R2UH9,りき,F8MLHU2NV,乙宗梢様､､､,1239,8,1357,31938600,2987036042.0,673.0,9,10,8,10,9,9,10,10,75
5C4TET6WP,ダイヤ,2K5AM4RV0,とろぺりです,1571,7,1358,31936500,,,10,10,10,10,10,10,10,10,80
955BYUBB9,鰯,1G89KTD5X,サークルひとり,1285,6,1359,31918100,,,10,10,10,10,10,10,10,10,80
05MUU458T,Kakeru,GR65FP8VN,蓮好き,1166,17,1360,31914000,2506745031.0,774.0,10,10,9,10,9,9,10,10,77
8ZON7K0AT,アルトリウス,LJNCAEVAP,蓮ノ空さやか研,1129,2,1360,31914000,2572381866.0,759.0,10,10,10,10,10,10,10,10,80
UP8NBL60N,utagawa,0DNHHB39H,隙間から猫,904,5,1362,31908030,,,10,10,10,10,5,10,10,10,75
FXV4MF78E,小湊,2K5AM4RV0,とろぺりです,1094,6,1363,31905500,,,10,10,10,10,10,10,10,10,80
KE0COKRLH,いっちゃん,M6UPWJ6DU,蓮結ぶ虹と星の音,1316,9,1364,31892400,3014945938.0,664.0,10,10,10,10,10,10,10,10,80
PCNZSCMJ3,もりでー,4XRHRYDW4,無言でエンジョイ,1461,17,1365,31887800,,,10,10,10,10,10,10,10,10,80
EFK7APTBX,_ま,BPHHYC793,ソロ専の集い,604,0,1366,31875000,2448118089.0,791.0,10,10,9,10,8,7,10,10,74
ZYB17OTGE,鯛,WTJV514G9,蓮ノ空のお弁当屋,1277,16,1367,31857000,2366433128.0,813.0,10,10,10,10,10,10,10,10,80
PE3A9A268,スイカバー,BKUHCT7WF,蓮女お嬢様部,1174,4,1368,31845000,2595733923.0,752.0,10,10,10,10,10,10,10,6,76
KKJM9CG12,あるか,BTVC9G95X,FES用,688,0,1369,31842000,2419149049.0,801.0,10,10,10,10,10,10,10,10,80
IPPJEH8FD,あいうえお,WHWT61ELR,【無言】ハスノソ,1204,7,1370,31839400,1825212315.0,986.0,10,10,10,10,10,10,10,10,80
RURHFVHEJ,どんぐり,DFXN9DB2H,どんぐり共和国,1216,4,1371,31822200,2882453518.0,698.0,10,5,10,8,6,7,9,9,64
VV8RPP6PX,umeo,WN5B7VKPU,きんぴられんこん,1472,15,1372,31819300,965997501.0,1356.0,10,10,10,10,10,10,10,10,80
NDP9R92MX,川口,VKNVG1K0B,おさかなサークル,1126,3,1373,31815500,,,10,10,10,10,10,10,10,10,80
DKCU5911H,あんこ,YCTM6RYDP,金沢おでん同好会,1345,15,1374,31809000,2288695068.0,832.0,10,10,10,10,10,10,10,10,80
B1F0B03DC,Tsuki,3FF3NB77X,せーはす愛好会,1363,14,1375,31807200,,,10,10,10,10,8,10,10,10,78
0E2MAAX4U,てて,JA2C658FW,さや綴理の村人,1232,15,1376,31797100,,,10,10,10,10,10,10,10,10,80
NN1EGQEYN,射撃魔,M5LHG6R4T,乙宗動物園,1295,6,1377,31795000,,,10,10,10,10,10,10,10,10,80
W3VE36URL,ゆう,E7UBFLW56,同好会の同好会,1166,17,1378,31791000,2447972927.0,792.0,10,10,10,10,10,10,10,10,80
Y3H9THE4J,すくなめ,MTBP3B4GM,ふらわーすきすき,1131,11,1379,31785000,2510321949.0,772.0,10,10,10,10,10,10,10,10,80
IY2V9J98F,やまや,UYCT3Y4JK,蓮っ子,1691,17,1380,31764000,2887853591.0,697.0,10,10,10,10,10,10,10,10,80
FF923R4SA,ユウジロウ,TDHKGHFPA,無言参加○！,1311,7,1381,31758600,,,10,10,10,10,10,10,10,10,80
CUU3XUXP2,やよい,9YM3DBTB7,泥民館,1267,7,1382,31750400,,,10,10,10,10,10,10,10,10,80
OLZWE0YRK,アスカ,YD2XWWFA4,蓮好き好きクラブ,1471,15,1383,31731000,,,10,10,10,10,10,10,10,10,80
P34EPD352,ゆー,9JTF508LB,スクスタ亡霊部,1374,15,1384,31730800,,,10,10,10,10,10,10,10,10,80
RHC6ZXLRQ,No.009,6045Y2RW7,ポチっと！蓮ノ空,1341,15,1385,31723600,2216179372.0,856.0,10,10,10,10,10,10,10,10,80
7D0KNA7H1,じゅうじ,Y6KN85L5P,孤独の村人,1183,2,1386,31718000,,,10,10,10,10,10,10,10,10,80
46TENF6Y6,MIZ,HBUK6F7CC,乙宗梢なりきり部,1391,4,1387,31717300,1852564754.0,977.0,10,10,10,10,10,10,10,10,80
38C4BXTRW,のり,H837E0M9R,沙知先輩大好き部,970,3,1388,31716000,2498179473.0,777.0,10,10,10,10,10,8,10,10,78
WM0BNWMWN,浅葱,48BTAPMBG,蓮ノ空魔術部,1539,15,1389,31704600,2045393040.0,911.0,10,10,10,10,10,10,10,10,80
KY1XNTX2L,ローキュー,VLY5JDKCV,新規なのだけれど,1253,17,1390,31703200,,,10,10,10,10,10,10,10,10,80
GTYD8T18U,マッケン,3LPBPHL3V,壁の民の伝説,1353,10,1391,31703000,,,10,10,10,10,10,10,10,10,80
UV9QYJ5YE,び〜,6XX7GBM0K,ぷちぐる同好会,1489,10,1392,31701000,2245676355.0,847.0,10,10,10,10,10,10,10,10,80
58F5S114K,ヤスク,5W8RPRVUA,ド！ド！泥！,1390,7,1393,31690300,,,10,10,10,10,10,10,10,10,80
JV2MMT2AF,いお,1GJC67JLM,無言の泥,1112,8,1394,31671000,2337797513.0,817.0,10,10,10,10,10,10,10,10,80
2HFTNWW16,mzsm,GVT61ATX0,なのだけれど,1302,15,1395,31668200,,,10,10,10,10,10,10,10,10,80
0YBGVY4TT,ゴルシのにんじん,ANCNM0UPK,スクスタ適当部,1138,7,1396,31659000,2375251567.0,808.0,10,10,10,10,10,10,10,10,80
CUN9BHK45,赤坂,FTY0R8KPH,泥の皆様,826,5,1397,31657200,,,10,10,10,10,10,10,10,10,80
B6HUQLL2V,Kashio,BWD9U1EJ2,蓮之空中国同好会,1281,17,1398,31635000,2306971919.0,825.0,10,10,10,10,10,10,10,10,80
E5EDAWQS6,よーなな,6045Y2RW7,ポチっと！蓮ノ空,1192,7,1399,31623000,2284131271.0,834.0,10,10,10,10,10,10,10,10,80
C2W5FBJLP,wolfram,GXR6C85BT,花帆ちゃん親衛隊,1186,17,1400,31617000,2310988015.0,823.0,10,10,10,10,10,10,10,10,80
G6FMPJYHT,ふらじーる,FTY0R8KPH,泥の皆様,1076,15,1400,31617000,3163302005.0,637.0,10,10,10,10,10,10,10,10,80
LEH4EK924,Array,BT22M41DV,梢花帆吟子同好会,912,2,1402,31615200,2978838887.0,675.0,10,7,5,10,4,10,10,10,66
P88JUMG9H,そめ,R1RM3X0WV,後方腕組みオタク,1325,17,1403,31613600,,,10,10,10,10,10,10,10,10,80
2RXBMCHH9,ぶるおんせん,YE7CX8RNP,蓮ノ大三十角ex,1238,14,1404,31602000,2586281134.0,755.0,10,10,10,10,10,10,10,10,80
GDEW209B6,さくら,KXU941RFJ,梢先輩おめでとう,1137,2,1405,31587000,2603785302.0,748.0,10,10,10,10,10,10,10,10,80
U41ZTXQE6,のちもたー,6531MBM0X,のちもたーズ,852,0,1406,31581000,2524788024.0,769.0,10,9,2,9,6,7,8,10,61
0CPFA3PTM,かりんたや,25PMPEMG7,星見プロ,1484,15,1407,31580400,3228486651.0,624.0,10,10,10,10,10,10,10,10,80
S87DWXVO8,トロノ,Y7KJ3PM8P,蓮すきすき同好会,1163,4,1408,31560000,2448712900.0,790.0,10,10,10,10,10,10,10,10,80
2C2B7NNM1,Mk-II,36DAM7HBL,蓮隠れノ里,1096,12,1409,31545000,2296448589.0,830.0,10,10,10,10,7,9,10,10,76
0EN9NURA5,さらだバァ,MWHJ339TF,葉山エターナル,967,2,1410,31512000,2452453193.0,788.0,10,10,10,10,10,10,10,10,80
VM5FHWG3T,いてつ,8M6UDX260,ぽけもん好き,1325,7,1411,31505200,,,10,10,10,10,10,10,10,10,80
DP0RDV01H,りお（ろぜ）,T4WY63DB9,ういのま,1281,11,1412,31503000,2461444050.0,785.0,10,10,10,10,10,10,10,10,80
3ERHHM2GL,ホンマちゃん,7XH3K4GBT,LLP,911,2,1413,31482000,3303930386.0,602.0,10,10,10,10,10,10,10,10,80
19A9MUCBD,らゆ,V6DV6KETG,梢好き好きクラブ,1281,17,1414,31477250,,,10,10,10,10,10,10,10,10,80
YJ6XMPJT5,れる,4RY75CKM4,LLすこ部　メ募,1320,16,1415,31476800,2409648945.0,803.0,10,10,10,10,10,10,10,10,80
K46E6PG9G,なすみそ,8JMW9G2XW,僕らのリンクラ！,1379,3,1416,31467700,,,10,10,10,10,10,10,10,10,80
WCMDKA69N,40,N1JAJ83CA,蓮ノ空園芸部,1175,13,1417,31462000,,,10,9,7,10,8,9,10,10,73
RRZI5J5JE,ささよし,GPKTRBCTT,騎空団蓮ノ空支部,1449,3,1418,31422300,,,10,10,10,10,10,10,10,10,80
9VJ69HB32,もふもふ,NA8FEYN0M,蓮ノ空飲酒クラブ,1218,13,1419,31390700,,,10,10,10,10,10,10,10,10,80
B7UHN1DBC,Xavier,W26TRPM1R,めぐ党藤島派,1226,7,1420,31377000,2506978166.0,773.0,10,6,10,10,8,8,10,10,72
I8IKENW22,ねく,7NJM1VURM,らんるん部。,1436,17,1421,31356400,,,10,10,10,10,10,10,10,10,80
9AKP2ML53,カナセ,7RBMBBY88,瑠璃色金魚,881,0,1422,31353000,2333463049.0,820.0,10,10,10,10,10,10,10,10,80
73LRI9P2T,Az,N8L41JAA7,無言 ノルマなし,1252,2,1423,31344000,2300833672.0,828.0,10,10,10,10,10,10,10,10,80
YA1XP8AGP,たろー,HBK6KCRPP,無言でおけ,1379,17,1424,31313400,2634807777.0,744.0,10,10,10,10,10,10,10,10,80
K3DA7KEV0,カップ,PLBBEX019,待機室目指し隊,1271,9,1425,31313000,2423312273.0,797.0,10,10,10,10,10,10,10,10,80
W2CHB7C5M,ぬまくら,V4A5MP41E,徒町チャレンジ！,1375,2,1426,31312200,,,10,10,10,10,10,10,10,10,80
6CR9FYFF0,コン,GYJ3C6TKR,綴理先輩好き好き,587,2,1426,31312200,,,10,10,10,10,6,8,4,7,65
IC1V0D9ZZ,じーく,EPWMMAXNY,蓮ちゃん初心者,1091,3,1428,31299000,2596469399.0,751.0,10,9,10,10,6,8,9,9,71
PLE11SC0E,無軒,919XF8V2V,蓮之空大三腳,805,0,1429,31297400,,,10,10,10,10,10,10,10,10,80
YTKJLF5F0,たっくんα,KXB93FVTR,ブルームガーデン,718,2,1430,31290000,2235992008.0,852.0,9,10,10,7,7,5,3,10,61
B68B763AR,jadestar,1DU9LCND7,蓮ノ空すこやか部,1177,4,1431,31275000,2420758381.0,799.0,10,9,10,10,7,10,10,10,76
J8LJOFWI4,八城,9FF5JBNDF,めぐすきクラブ,1450,13,1432,31272720,,,10,10,10,10,10,10,10,10,80
4T5FTNDBW,うっしー,8JMW9G2XW,僕らのリンクラ！,680,0,1433,31271000,,,10,10,10,10,10,10,10,10,80
QGNGWJ8TF,シオン,06DCWC1RE,とりあえず参戦用,1236,3,1434,31264000,,,10,10,10,10,10,10,10,10,80
QK8CE7HOV,シンク,G0J2F9NAL,さやさやさーくる,1289,12,1435,31232000,,,10,10,10,10,10,10,10,10,80
KA2DTRI1A,ひは,UVN7G4X3A,闇のルビィ団,1520,6,1436,31230700,,,10,10,10,10,10,10,10,10,80
SN2NJFTUD,フォフォ,MTBP3B4GM,ふらわーすきすき,1381,3,1437,31218000,2492007026.0,779.0,10,10,10,10,10,10,10,10,80
M2CUYK3JA,けいと,YVV9CMBLW,東京公演で沼落ち,894,0,1438,31217250,3571854732.0,552.0,10,9,7,9,8,8,8,10,69
WVVAVWVV1,ぱるも,WAT20PN3Y,こな党,1075,2,1439,31201500,2321138888.0,821.0,10,10,9,10,9,9,10,10,77
9XAYMC4D1,あずさはち,AH27N260E,百生信託銀行,662,2,1440,31194200,,,10,10,10,10,10,10,10,10,80
M62DM824H,そらら,M08GKL70U,ららマジ難民の会,1175,3,1441,31190900,,,10,10,10,10,10,10,10,10,80
