player_id,player_name,search_guild_key,guild_name,总fanlv,DR数量,rank,point,结算前A分数,结算前A RANK,结算前B分数,结算前B RANK,结算前C分数,结算前C RANK,结算前音游分数,结算前音游 rank,花帆,さやか,瑠璃乃,吟子,小铃,姬芽,泉,塞拉斯,季度等级
LUHGUX9PH,MTC001,KA1249N3H,沼津倶楽部,926,5,7888,2827850,1905479786,7317,51626431067,6200,11939983585,6875,0,0,8,6,9,7,7,6,9,10,62
J8KMXPAX5,まきお*,0CEA9XFKR,蓮ノ空の泥人会,1027,0,7889,2827030,2134228286,7282,56039441472,6124,28402510166,6297,0,0,4,6,7,1,6,5,7,8,44
GL3V1KSH1,真面目な学院生,KBJ2P8T0Y,人見知りの集い,1247,6,7890,2826930,11655489444,6605,20011222999,7028,22300552075,6456,57807165,2900,10,10,10,4,8,9,10,10,71
397DYE14F,紺野美咲,DPYCLN4EY,冥いゆりかご,647,3,7891,2826210,6794940862,6833,35584863834,6575,10942758271,6922,0,0,3,5,5,4,5,1,5,1,29
01LJCOCMM,田中マリア,DE09E45EE,田中団,1111,0,7892,2825920,4283047584,7002,40481387567,6453,25650520141,6370,0,0,6,4,4,1,4,1,10,9,39
46Z7SPRES,あわねこ,8GEP3C6H9,蓮好き好きクラブ,1046,2,7892,2825920,33558027741,6056,16000699819,7197,10317489247,6952,0,0,7,5,8,2,4,6,8,8,48
GYPJK86TE,Sai.K,DHKUGEWBJ,めぐ党虹ヶ咲支部,735,0,7894,2825440,3349360074,7111,19103184602,7064,26346748602,6347,0,0,10,7,5,8,10,4,8,10,62
JLXM95RPA,エリア,BPN6C4TJ8,仮サークル,622,0,7895,2825040,0,0,0,0,0,0,93398451,2553,10,10,10,10,10,2,10,10,72
AB310C9K2,なばな,FE282F3VH,天悶部,984,1,7896,2824750,11906969236,6598,65861986406,5920,2270834418,7796,0,0,6,6,8,7,7,8,10,9,61
DA9XD34E3,きよ,2HEFYHN82,異次元フェスから,815,2,7897,2823330,6698566570,6841,32838068700,6647,16853185544,6665,0,0,6,4,7,4,4,3,5,6,39
BU5VXMBT8,なずな,19W3J4UMV,蓮ノ空チア部,509,0,7898,2822710,28141397311,6180,18461092367,7091,9210904929,7015,0,0,8,7,7,7,5,1,8,5,48
R4LPMR766,戦闘妖精,WNA5GTJPP,蓮ノ空百合クラブ,961,1,7899,2822640,46872717,8342,58288078551,6070,41115447711,6021,0,0,7,8,6,5,5,8,10,9,58
DHN36R7GK,赤色色々,HUYTHRVUX,らっこ,638,2,7900,2822250,176916355447,4163,162079213107,4406,276897253147,4017,0,0,5,1,2,9,9,2,1,1,30
8TBVC6670,まんまるぅ,FVJFA973A,月猫愛好会,960,5,7901,2822070,0,0,0,0,0,0,96932083,2541,9,8,6,10,3,7,10,10,63
NMAXCUPFZ,しま(○▽○),8FR866PRY,蓮っ子みらくラブ,1128,13,7902,2821760,5316871362,6914,21454762459,6982,45087920292,5955,0,0,8,7,10,6,7,8,10,6,62
WJ8TS0E81,にゅんとこのすけ,A73H7ENN2,エロマンガ同好会,647,5,7903,2821390,22471526955,6283,34413555288,6603,18019770419,6616,0,0,4,3,7,2,1,2,1,1,21
G85VFUH28,ゆきだま,V2WJURNMG,秋の暮れ燃える赤,944,9,7904,2820990,6887272598,6827,36551915325,6552,17151925262,6650,0,0,1,5,6,1,7,1,5,7,33
6BXAEMNKX,かつどん,WLLWJ8ADP,乙宗筋肉サークル,822,6,7905,2818530,0,0,0,0,0,0,352546502,1932,6,4,4,3,3,2,1,1,24
76FXXC1TA,星屑,4WWM4VVDK,蓮ノ空遊戯開発部,383,0,7906,2818251,41560758,8378,278742618,9430,87250376,9517,0,0,3,4,9,9,1,1,2,2,31
953EXBXW0,ｵﾆｷﾞﾘ,N8L41JAA7,無言 ノルマなし,1015,10,7907,2818110,4226086528,7008,32000603542,6665,16143847719,6694,0,0,7,7,6,5,7,6,7,8,53
TURGT4E95,のんのん,3A63DYH54,LLすこすこ部,1013,1,7908,2817850,81356456509,5327,104143188858,5229,21017381,10076,0,0,5,6,7,6,7,6,6,7,50
JSA85T3QZ,うたたね,VF517JBVB,無言でいいよ。,1213,8,7909,2817750,99963659772,5064,194808811411,4005,380353644210,3479,0,0,7,8,7,8,7,8,10,9,64
W33HJN9A2,たっつー,5YEE75CB4,ロビーで待ってる,1095,1,7910,2817700,15111465579,6494,18134885401,7104,20434918877,6519,0,0,4,4,5,1,5,7,4,7,37
I7PJVFI15,ヒロキチ,49TL8LVT1,蓮ノ空海賊団,1089,14,7911,2817680,9742860758,6684,46797289725,6310,27176295820,6329,0,0,6,7,10,10,9,9,6,10,67
N5Z3GWTDL,はまやん,G810MK0NW,freebird,1177,4,7912,2817210,11936712572,6596,20300608287,7022,19488651898,6567,35696734,3533,9,6,7,5,8,6,10,7,58
7L9MJBRL9,マックリ,JFNKGWBVV,ダブルマック,1154,9,7913,2816050,31769780,8455,102862619284,5250,22075119165,6464,0,0,6,5,5,5,5,5,8,7,46
127QTWFQN,タカ,DKNHY5HH6,なす料理研究会,1022,9,7914,2815660,13643082885,6543,43297874294,6391,25894469223,6362,0,0,8,7,7,2,8,1,7,7,47
3C7F0W4RG,かっつー,TCTEAMP9C,虹ちゃん最高！,705,0,7915,2815480,10224530568,6663,69596841618,5838,19471131039,6569,0,0,6,5,6,8,9,6,7,9,56
T9BIGMK58,かほがガオー!,73N4AB3LR,かほ子のイオン,1007,1,7916,2814510,4975452,9107,52844681,9982,4099384,10943,99137037,2537,8,5,5,7,6,6,7,10,54
W3U49X1PS,おたま,75UJ5RB97,蓮ノ空雪野球部,1075,12,7917,2813485,130808294,8086,1711466865,8523,1858461890,7936,0,0,7,2,4,5,7,6,8,8,47
9B945KUEC,amnluv,9WVBK4U41,ENfans,324,0,7918,2811100,33331263792,6059,10785647734,7429,10858639419,6927,0,0,8,6,7,6,8,7,8,8,58
