player_id,player_name,search_guild_key,guild_name,DR数量,rank,point,姬芽,瑠璃乃,さやか,慈,梢,花帆,吟子,小铃,缀理
B6M64PHPR,たけつき,9DKR4Y2CJ,蓮ノ空老人会,0,13027,35570180946,4,4,4,1,4,4,4,4,4
1XOFAFOYK,KWR,RF707XKMX,蓮ノ空ダーツ部,5,13028,35558667605,1,1,4,1,8,4,7,2,10
4ZOQKZRVJ,neko,8TXDN9C2K,αβγδε,0,13029,35552874234,1,4,4,6,4,1,1,5,7
QFII0TERP,肉じゃが,W3UUXHMDV,水彩ブーケ,3,13030,35544045009,5,7,7,7,7,8,8,5,7
T1JT0HPBG,テツライバー,,,0,13031,35514602690,1,4,1,1,4,5,5,1,1
TGQODIXZL,ふわ,GUB0YLPWA,料亭「さち処」,6,13032,35484941663,1,8,7,1,1,3,9,8,8
F2YE00UPM,はるかぜ,B6KWXGHWH,蓮ノ空SIFC,0,13033,35483375749,1,8,5,4,7,5,6,5,4
14EK8R23D,かざな,FA0LCGP8K,ゴクリンコ,0,13034,35479651242,4,7,5,5,9,6,5,7,7
EDUDLZBMW,MiN,0JY7F3EKU,さやか愛でる会,2,13035,35334646889,5,6,5,7,8,6,6,9,7
PLR6I72G8,ベレス,ME2G808E7,名無し,4,13036,35300556750,5,4,8,5,4,4,7,4,5
